temperature,pressure,vibration,current,voltage,operating_hours,failure
51.28,5.65,3.47,9.84,367.1,855,0
84.6,6.57,4.59,13.65,394.77,3625,1
51.24,4.96,4.35,12.03,399.88,1896,0
68.63,6.32,1.47,14.67,382.39,4069,1
55.95,6.55,1.37,14.28,367.37,3159,1
64.23,4.93,1.95,14.87,373.36,2277,0
68.95,4.48,4.46,14.92,370.54,3656,0
68.86,5.71,0.64,12.29,365.34,2150,0
70.06,5.12,3.59,9.68,378.47,2089,0
84.36,6.81,3.54,9.89,388.62,654,1
70.44,5.52,4.74,7.83,387.35,365,0
62.07,4.94,3.27,9.83,379.88,1022,0
76.57,4.7,0.99,12.14,380.86,2171,0
79.27,6.26,1.56,10.88,378.78,633,0
50.27,5.1,1.23,11.64,360.54,4083,1
72.17,5.53,2.19,12.99,382.4,1793,0
73.41,6.17,2.73,11.39,371.25,2151,0
61.43,5.16,1.25,9.76,359.79,3790,0
81.51,5.47,5.21,11.89,385.56,2931,0
63.2,5.49,1.01,10.2,370.82,4427,1
66.51,5.98,5.02,11.46,383.42,3020,0
62.92,5.91,4.78,14.69,392.71,4945,1
65.19,5.35,4.35,11.46,365.75,4267,1
51.84,5.54,1.96,15.54,381.38,4723,1
47.72,5.24,3.51,14.86,352.84,985,0
84.13,4.47,1.08,10.84,402.99,1558,0
54.84,5.68,4.37,9.78,359.61,3895,0
53.1,6.82,2.89,11.89,372.28,3255,1
39.16,4.88,2.39,14.31,400.08,3510,0
57.33,4.96,1.16,11.02,376.48,4124,1
49.12,4.89,-0.72,13.82,362.04,662,0
84.7,6.01,1.44,14.42,390.7,4126,1
77.12,5.81,4.67,10.45,390.36,3071,0
56.74,5.39,2.4,10.65,370.5,444,0
92.03,4.86,2.75,13.43,372.13,2816,1
76.78,5.56,3.98,12.3,373.47,2778,0
61.1,4.4,5.71,10.63,376.89,1772,0
35.01,5.6,4.99,11.3,351.61,3227,0
92.49,6.11,1.54,11.86,377.28,4993,1
48.33,4.62,0.09,8.87,406.76,4053,1
45.26,4.43,6.54,13.53,366.56,1219,1
77.27,6.61,6.4,11.04,371.25,2012,1
94.28,5.07,3.28,6.43,362.25,3102,1
81.61,6.3,1.09,11.95,389.18,2362,0
71.77,5.39,4.44,10.52,398.05,842,0
72.14,5.39,2.84,15.38,397.7,4253,1
75.24,5.81,2.83,10.83,361.28,2552,0
74.11,4.88,4.34,9.8,387.5,2868,0
68.37,5.59,3.5,13.02,401.51,882,0
66.25,5.23,1.22,10.68,387.64,196,0
64.25,4.58,2.51,10.44,387.18,686,0
55.95,5.74,3.99,13.02,372.93,4736,1
61.63,5.32,3.77,9.92,383.3,2338,0
44.68,5.39,3.39,9.09,398.54,1016,0
63.82,4.65,4.4,15.45,384.92,3449,0
53.14,6.61,2.46,13.16,361.28,2686,1
51.76,6.11,3.27,11.47,373.16,4280,1
67.16,6.17,-2.06,11.99,398.14,2588,0
81.7,5.29,2.33,13.01,384.87,3893,0
76.02,4.29,4.15,13.95,381.79,2937,0
46.15,6.87,2.41,10.49,371.69,2486,1
53.12,5.46,2.3,12.73,397.83,1941,0
76.29,4.98,1.44,10.99,404.94,1302,0
53.21,5.79,4.51,11.62,398.95,4869,1
62.3,6.32,3.82,12.32,401.64,829,0
71.6,5.48,4.24,11.99,374.62,416,0
53.38,6.4,0.41,13.47,372.5,175,0
66.26,6.26,2.76,12.97,377.65,3146,0
48.99,4.75,2.58,8.98,380.58,303,0
57.78,5.03,2.58,9.28,401.47,4388,1
68.84,6.17,2.08,11.26,397.49,3875,0
45.88,3.6,2.48,15.66,388.08,3044,0
70.29,5.4,4.27,10.3,358.53,4455,1
64.76,4.5,0.13,11.58,354.68,3151,0
71.63,5.17,5.67,10.93,383.61,2763,0
67.69,5.29,3.73,10.89,393.2,531,0
81.37,5.25,2.94,12.36,378.81,2863,0
66.5,5.11,4.36,14.8,408.72,4891,1
59.85,4.73,0.82,12.91,363.76,3262,0
66.47,7.1,2.0,10.39,361.87,297,1
71.52,6.81,2.82,17.51,370.04,138,1
65.59,4.69,5.05,12.16,369.47,2618,0
65.49,6.61,2.93,10.85,387.89,2226,1
56.58,5.22,3.68,14.82,373.67,828,0
57.05,5.59,2.12,11.06,356.78,3999,0
48.17,5.46,3.73,15.33,393.37,3265,0
85.99,5.04,5.52,10.26,353.6,4879,1
50.07,6.19,4.49,14.86,363.93,4327,1
56.69,5.59,2.88,12.4,355.66,2224,0
56.38,5.17,4.01,14.58,383.11,4234,1
75.74,4.59,3.87,15.8,382.79,3871,0
61.46,4.87,3.76,9.73,408.75,3357,0
79.97,4.35,4.67,14.55,393.71,3306,0
56.92,5.51,4.66,9.18,401.62,2698,0
68.35,4.66,2.81,9.91,384.33,4535,1
54.98,5.31,3.96,10.39,365.35,3413,0
90.74,6.46,2.43,13.01,381.92,1344,1
50.75,6.34,1.62,12.07,388.89,4187,1
68.72,5.48,2.6,11.67,390.56,757,0
72.61,5.44,2.89,12.29,372.91,3065,0
69.97,6.82,0.51,13.18,387.33,1799,1
62.78,5.86,4.29,13.34,366.0,4556,1
63.44,5.27,-1.15,14.19,364.35,3143,0
65.53,4.5,7.07,15.64,363.26,4524,1
63.24,5.78,5.25,11.96,380.37,1899,0
76.57,6.08,2.61,10.96,362.33,4635,1
91.53,5.06,3.01,13.23,373.63,3726,1
58.31,5.7,3.45,9.71,393.54,4077,1
48.56,5.25,2.12,10.64,364.56,2076,0
63.94,5.37,3.29,14.0,372.44,3769,0
95.96,3.76,2.78,11.75,381.07,4292,1
55.36,5.34,2.86,9.58,383.7,1037,0
84.67,6.18,3.27,9.02,372.51,1389,0
85.13,5.06,1.03,12.1,391.8,4770,1
58.36,5.54,3.06,14.28,388.86,2250,0
71.83,4.97,3.25,14.26,397.1,612,0
84.54,5.75,3.19,12.22,378.78,4861,1
60.45,5.35,2.68,16.02,372.31,1616,0
62.56,4.84,4.71,11.79,369.76,2182,0
58.02,6.43,2.47,11.72,384.61,1504,0
52.82,6.15,3.34,6.87,374.34,4592,1
57.21,5.08,4.95,11.11,371.46,2031,0
50.31,5.85,2.88,13.7,373.28,1985,0
65.41,5.88,3.32,15.13,369.74,2453,0
55.76,5.95,2.86,10.34,382.99,3907,0
67.81,4.31,4.86,12.92,358.81,2846,0
46.33,6.2,2.61,14.09,384.55,680,0
68.97,5.1,4.93,12.02,390.15,2312,0
75.0,5.25,2.84,7.43,371.29,3429,0
41.08,7.35,1.71,12.49,408.83,201,1
69.49,5.71,4.02,13.52,380.26,4650,1
79.73,5.23,2.54,10.11,356.58,4388,1
50.48,3.96,3.93,11.49,375.78,3942,0
85.07,6.47,-1.09,9.69,380.94,3063,1
70.03,4.56,3.01,6.86,386.73,398,0
56.54,4.8,2.31,14.05,376.14,4216,1
64.33,5.27,1.41,11.99,364.83,144,0
71.7,6.49,2.17,15.2,363.58,2643,0
65.91,6.04,2.14,13.71,370.2,3959,0
71.47,5.39,2.93,11.29,371.63,4878,1
53.95,5.72,0.95,11.83,362.98,4494,1
67.03,5.08,3.47,13.13,369.01,3652,0
48.04,5.6,5.05,13.93,389.89,3255,0
63.67,5.55,3.42,12.65,404.73,3231,0
54.15,6.18,4.21,14.21,391.33,387,0
56.17,6.18,4.64,11.41,399.59,3805,0
79.83,5.85,4.85,10.01,394.61,616,0
78.1,5.25,5.81,11.87,392.5,2301,0
72.31,6.02,2.25,12.41,374.93,4537,1
51.89,5.44,1.92,9.6,382.11,4281,1
61.2,4.74,4.18,9.33,373.69,3758,0
79.56,5.22,4.06,12.89,376.71,4386,1
66.7,5.56,4.16,11.19,381.02,3423,0
92.83,6.14,5.83,11.67,390.7,4176,1
69.72,5.37,3.02,11.28,386.35,4036,1
67.3,4.65,3.64,15.04,377.57,1269,0
61.29,5.54,1.53,14.52,380.83,1090,0
66.6,5.58,6.2,9.53,386.5,3805,1
63.17,5.63,2.5,10.93,390.01,1951,0
73.5,6.14,2.54,13.7,357.22,2809,0
76.48,6.21,2.48,13.2,363.84,4107,1
55.57,5.08,2.03,11.92,396.61,2721,0
49.03,5.07,1.91,9.72,379.09,2278,0
42.97,4.77,2.21,10.63,373.64,938,0
71.1,5.99,0.95,10.97,376.05,1655,0
51.76,6.51,1.82,12.55,376.04,1322,1
39.17,5.28,5.92,15.41,388.37,2143,0
69.66,5.33,4.1,10.63,363.38,1533,0
94.92,6.53,4.39,9.95,380.37,1268,1
64.93,5.85,4.77,11.78,383.69,1047,0
75.06,5.81,5.75,14.06,385.94,260,0
65.98,4.67,0.34,9.11,383.34,4659,1
63.81,5.98,1.16,14.91,387.74,3231,0
76.03,4.85,1.79,11.66,371.41,2727,0
61.52,4.71,2.3,10.53,365.87,2635,0
68.21,5.26,2.55,8.8,416.86,2372,0
68.86,5.09,2.33,13.41,375.48,3563,0
56.98,5.34,3.33,11.66,377.23,4904,1
76.9,4.49,3.05,12.34,390.17,260,0
62.9,6.17,1.92,10.2,403.94,1884,0
55.93,6.29,-0.26,11.36,371.83,2044,0
71.44,4.14,1.51,11.03,365.02,3282,0
54.22,6.18,2.18,11.8,361.37,4074,1
65.34,4.93,2.63,10.66,403.9,3724,0
64.89,6.1,1.31,8.93,364.43,3844,0
78.03,5.45,2.26,17.46,379.59,866,0
70.7,5.52,1.3,9.27,365.34,2127,0
64.7,5.37,2.81,12.36,358.27,4106,1
74.81,6.35,1.39,8.46,375.61,284,0
81.68,4.63,1.73,8.01,365.93,1996,0
71.69,5.93,1.04,12.2,369.63,3395,0
65.12,6.27,2.77,12.35,410.09,2504,0
49.26,6.0,1.7,14.52,386.37,2639,0
52.22,7.13,4.36,12.8,393.97,832,1
61.34,5.13,3.61,11.7,392.37,1721,0
57.69,6.17,2.9,10.1,378.49,677,0
62.76,5.43,1.8,15.0,373.4,2261,0
65.68,6.36,3.57,13.86,383.73,477,0
71.36,5.49,4.04,9.51,382.53,3948,0
64.15,5.23,3.21,12.08,371.47,1408,0
70.84,6.41,5.41,12.29,381.95,4292,1
65.77,5.16,3.69,11.31,369.41,941,0
41.29,4.51,4.37,13.54,377.43,2271,0
53.73,5.14,3.2,13.66,374.97,255,0
63.27,5.93,4.01,11.62,360.97,4248,1
50.48,6.47,1.8,11.44,344.73,1802,0
72.2,5.58,2.31,15.0,365.91,2735,0
83.37,6.42,3.52,13.87,407.06,3485,0
79.63,4.55,3.51,12.14,375.35,4921,1
62.44,5.19,3.76,8.74,391.64,1513,0
82.89,5.3,4.65,12.69,348.13,144,0
66.78,5.42,0.86,13.4,364.88,1786,0
60.95,5.56,1.54,6.49,359.68,2269,0
57.64,5.98,3.34,12.5,376.97,3341,0
61.37,5.19,1.91,11.17,416.33,2825,0
60.34,5.6,8.07,11.56,386.9,1523,1
67.04,5.47,3.77,10.19,405.43,4114,1
66.93,4.85,2.88,11.7,376.18,4695,1
65.04,5.42,2.23,14.78,400.47,173,0
70.24,5.4,2.28,11.11,411.1,3118,0
79.29,5.38,3.05,13.93,378.36,1660,0
76.39,5.52,3.17,10.39,371.91,991,0
47.18,5.55,2.31,13.52,360.23,3232,0
34.35,5.2,2.59,12.0,375.36,1989,0
76.21,6.39,5.02,12.7,381.23,1346,0
48.6,4.68,5.08,12.01,410.46,3902,0
62.3,5.0,3.38,13.28,360.58,572,0
50.96,7.45,0.99,6.86,380.89,2317,1
43.38,4.77,3.81,9.16,352.79,800,0
71.5,4.55,5.33,12.83,373.6,2179,0
74.11,6.01,5.05,7.91,384.67,152,0
58.08,4.05,4.1,10.94,387.69,3087,0
33.91,5.34,5.13,11.89,388.84,238,0
58.45,7.0,3.08,10.34,385.96,1497,1
69.7,4.42,3.94,10.62,388.71,2237,0
47.25,4.11,1.98,12.54,380.69,927,0
67.2,4.45,3.44,14.02,364.28,2183,0
64.82,6.13,4.99,10.08,352.23,3076,0
71.95,6.29,2.12,10.85,371.8,1348,0
66.43,5.14,1.71,10.54,377.98,4749,1
53.32,5.98,3.15,7.16,398.81,4935,1
79.36,6.47,2.66,12.28,378.49,4464,1
63.1,6.75,3.97,13.87,377.05,285,1
64.67,5.33,2.32,14.03,385.78,3542,0
53.8,3.89,5.58,10.26,375.95,3293,0
59.68,4.93,1.07,9.5,392.16,1512,0
54.38,5.2,4.88,12.04,409.69,3288,0
62.92,5.32,1.85,13.66,412.86,3016,0
85.54,5.37,0.31,12.31,381.46,1115,1
48.54,6.28,3.36,12.58,385.05,4637,1
45.64,6.39,2.62,14.28,403.68,4234,1
82.65,5.38,1.34,10.52,377.75,4361,1
62.49,6.27,0.48,11.56,390.19,2035,0
56.97,5.75,2.99,15.27,362.97,1568,0
77.48,5.55,4.46,11.61,375.34,4638,1
57.73,6.13,3.88,9.47,397.34,4526,1
86.91,5.55,3.09,10.66,369.23,1458,1
73.14,6.94,3.72,10.12,378.08,1869,1
59.15,4.49,2.96,12.71,356.39,2861,0
90.89,5.14,0.86,10.21,410.09,2982,1
57.73,5.41,0.87,12.54,398.95,1289,0
73.91,5.81,2.7,10.53,382.82,1292,0
68.59,6.39,2.76,7.75,387.61,2916,0
80.62,5.48,4.28,12.61,385.94,3721,0
83.74,4.5,4.14,12.3,400.76,4956,1
65.38,6.09,3.91,13.04,372.22,1142,0
55.96,6.03,2.58,10.65,390.98,325,0
70.52,4.14,0.93,10.44,396.16,2078,0
56.87,5.5,3.62,12.8,398.23,4077,1
89.16,4.39,3.79,15.04,346.11,3931,1
66.64,5.03,-0.58,12.02,371.01,2744,0
60.62,4.87,1.75,12.85,364.71,1983,0
67.22,6.07,1.96,11.36,382.24,640,0
48.83,5.58,3.18,8.91,349.76,745,0
53.34,4.6,1.79,13.93,349.32,4901,1
79.4,6.12,2.94,13.82,412.55,4826,1
57.12,4.5,2.68,13.42,389.27,4386,1
52.44,5.73,2.76,11.64,381.82,1788,0
71.44,4.93,1.93,13.19,385.46,954,0
79.23,5.24,2.04,13.79,382.2,504,0
73.63,5.85,1.38,15.24,394.96,3443,0
76.95,5.87,3.57,13.98,370.51,2577,0
55.92,6.44,3.86,12.13,382.8,619,0
47.94,5.44,1.84,9.38,383.41,3040,0
83.02,5.71,5.28,12.31,364.3,1507,0
61.13,5.19,2.53,12.51,399.15,920,0
61.99,5.63,5.3,13.42,373.31,3774,0
80.94,5.81,2.04,14.71,395.26,4630,1
71.67,5.43,-0.04,11.81,381.72,3935,0
70.47,4.24,3.6,16.2,404.5,4167,1
90.98,5.73,3.37,8.48,364.38,3387,1
57.28,5.76,3.05,12.84,363.73,2281,0
76.13,5.02,2.04,10.4,366.41,4814,1
65.68,4.6,2.95,8.19,382.0,3332,0
68.22,6.53,2.23,11.6,403.12,524,1
83.34,5.84,2.55,9.09,403.9,1651,0
71.09,5.34,4.26,11.68,345.35,457,0
71.46,4.7,3.28,12.07,383.75,3546,0
77.87,4.92,3.91,14.24,331.81,1694,0
60.62,6.41,2.65,8.98,391.93,1110,0
54.93,5.6,2.49,13.82,396.77,296,0
52.46,5.11,1.27,12.2,379.4,1133,0
41.4,5.86,2.44,14.06,381.26,961,0
89.67,4.93,-1.98,11.14,381.1,448,1
51.76,6.55,2.11,9.34,368.23,3877,1
62.34,6.45,2.88,9.57,386.48,1758,0
61.68,5.17,3.85,9.42,376.53,674,0
68.69,5.06,2.6,12.96,393.95,1919,0
74.79,3.67,3.52,14.95,378.3,1030,0
75.33,4.46,-0.27,10.87,367.08,4108,1
58.0,4.56,2.91,13.26,356.96,4782,1
62.99,5.59,0.48,8.95,352.04,583,0
68.39,5.27,1.19,12.36,399.69,4012,1
62.02,4.56,2.72,13.34,373.13,457,0
84.29,5.3,4.91,9.1,385.08,4580,1
70.89,5.85,3.56,11.59,406.75,353,0
73.82,5.87,3.03,13.43,371.56,4094,1
72.95,4.17,2.97,6.13,370.59,934,0
79.08,5.41,1.93,14.67,378.02,1290,0
67.17,4.53,2.18,12.71,380.44,1803,0
49.44,6.13,3.64,13.43,408.31,4991,1
69.8,6.05,0.92,11.17,403.49,4664,1
57.18,4.87,3.89,8.55,389.31,592,0
58.66,4.96,2.42,13.07,401.74,3509,0
72.04,5.18,4.24,11.83,377.33,4246,1
79.86,3.92,4.44,12.06,384.49,3227,0
65.26,5.74,0.49,14.18,375.48,2220,0
68.71,5.31,2.13,13.52,360.64,3965,0
85.43,6.18,1.72,15.84,398.06,151,1
67.89,4.73,0.28,12.31,387.98,361,0
96.22,5.07,1.45,10.62,380.27,3102,1
71.79,4.45,6.66,11.62,379.96,2008,1
43.87,4.8,3.91,12.83,357.41,3746,0
74.04,4.67,5.88,14.03,365.34,2477,0
69.57,6.2,4.24,9.07,385.04,3494,0
80.48,5.01,1.89,12.02,372.06,4436,1
73.08,5.59,2.43,15.22,376.73,1725,0
63.34,5.23,3.88,11.52,378.43,1328,0
50.31,4.61,3.66,13.86,369.76,4486,1
62.49,5.38,2.13,12.99,365.48,1489,0
54.79,5.92,0.74,13.91,355.81,1587,0
58.03,4.65,7.93,10.38,377.8,1016,1
72.06,6.07,2.79,10.39,389.28,2241,0
85.04,4.91,2.51,12.04,355.35,810,1
69.74,5.16,3.17,8.94,379.64,1986,0
50.65,5.87,2.64,11.46,384.22,2316,0
70.34,5.04,3.18,12.51,365.16,1420,0
79.36,5.53,4.93,15.57,401.33,2663,0
57.68,5.28,2.81,12.81,374.21,4545,1
63.39,5.59,1.26,13.25,378.48,4931,1
65.18,3.83,2.76,14.33,377.58,2726,0
55.58,4.22,2.3,10.07,353.44,500,0
72.78,5.93,5.14,11.67,395.13,850,0
63.55,6.23,4.76,16.85,365.67,1987,0
70.03,4.86,3.16,11.84,376.45,3785,0
54.35,5.33,1.08,14.23,388.96,1518,0
59.75,5.71,1.16,13.93,401.91,2703,0
73.67,5.99,3.02,9.04,363.8,3871,0
60.53,4.08,3.5,12.62,373.3,2118,0
85.72,4.88,2.44,12.29,400.74,2136,1
60.2,5.27,2.28,12.66,386.96,1745,0
67.7,5.99,2.11,10.49,390.07,3587,0
76.19,7.25,2.96,9.77,364.23,913,1
47.98,5.34,-0.57,11.05,374.31,4833,1
43.87,4.52,1.35,11.8,377.48,3269,0
46.69,5.78,2.06,14.37,367.13,1123,0
80.15,6.42,4.81,15.63,354.88,1609,0
58.38,5.58,1.78,14.79,372.34,2138,0
95.7,4.87,3.27,13.72,400.31,1493,1
58.23,6.17,3.34,9.99,380.89,2446,0
67.21,5.96,4.95,11.18,400.61,955,0
83.51,4.78,4.89,12.42,382.69,1266,0
89.07,5.77,2.91,10.74,368.53,2854,1
89.74,6.2,2.29,13.15,399.16,1765,1
79.5,6.33,2.0,13.44,383.18,4138,1
77.29,5.45,2.64,13.07,394.43,2072,0
72.11,5.25,2.35,14.05,363.98,3787,0
74.34,6.36,3.83,10.19,395.58,1216,0
58.39,4.65,3.63,13.87,396.03,3468,0
55.18,5.81,3.89,10.61,384.35,4642,1
64.96,4.54,4.89,10.12,367.9,833,0
62.96,6.25,5.79,13.06,379.31,3883,0
59.56,5.32,3.19,14.43,389.17,3021,0
73.36,6.39,4.65,12.98,383.52,3429,0
76.46,5.84,2.47,12.04,389.02,4717,1
66.06,4.64,4.78,12.62,395.18,1806,0
82.73,6.5,4.59,12.27,370.27,3598,0
51.3,6.59,4.51,9.75,362.67,1224,1
62.68,6.12,3.14,9.51,379.44,4817,1
56.4,4.97,2.0,11.84,375.05,4954,1
42.6,5.29,0.91,12.16,391.79,1958,0
64.01,5.6,2.94,12.02,363.88,2391,0
63.54,5.01,5.3,13.35,395.31,2613,0
83.16,6.68,2.54,11.57,400.3,3615,1
72.57,5.6,4.18,13.13,380.0,2100,0
52.71,3.61,4.27,11.71,380.91,1897,0
87.25,5.74,2.57,15.65,368.49,2416,1
79.65,5.26,4.97,12.16,371.86,2680,0
71.99,5.45,-1.36,16.68,373.87,2114,0
62.28,5.24,1.17,12.7,401.64,2267,0
53.49,6.06,1.63,11.57,378.92,3128,0
60.53,6.28,1.77,10.2,360.17,2047,0
78.06,5.7,3.5,9.11,383.83,1243,0
87.62,5.26,3.44,10.02,392.39,4905,1
83.52,5.47,3.59,10.24,379.62,4331,1
59.13,5.51,3.89,12.79,402.04,3248,0
51.56,4.94,1.57,10.95,391.66,1035,0
66.69,5.91,1.17,12.37,364.26,3257,0
43.78,5.82,3.59,14.56,371.73,100,0
68.88,6.58,2.05,11.82,383.39,176,1
63.23,6.38,0.64,16.16,355.01,2728,0
59.41,5.02,4.46,9.65,385.05,2295,0
45.86,6.07,5.09,11.7,353.58,673,0
71.16,4.83,5.34,10.92,395.35,1648,0
58.61,5.99,3.28,13.87,393.61,285,0
50.96,5.14,3.94,7.52,387.57,4717,1
30.53,4.78,5.05,9.11,369.86,3942,0
64.67,5.7,2.04,11.79,382.55,3592,0
86.27,3.63,4.67,15.1,372.3,2343,1
84.94,4.27,3.41,12.45,364.54,133,0
59.51,5.38,4.37,9.3,374.92,1720,0
57.77,5.56,3.28,9.61,390.47,1996,0
70.63,5.24,4.94,15.35,380.66,2555,0
53.02,4.39,3.34,10.76,401.76,1900,0
68.62,4.93,0.77,10.11,391.49,4732,1
74.19,5.77,5.18,14.95,389.88,2183,0
79.72,5.91,1.58,14.02,355.87,1505,0
63.8,5.49,4.88,14.55,375.72,3788,0
62.56,6.31,2.86,10.1,364.03,2752,0
54.46,5.78,4.76,8.95,377.25,4638,1
55.08,4.98,4.7,12.27,369.6,1286,0
62.28,5.3,3.65,12.67,374.34,4233,1
69.41,4.52,3.76,12.73,395.92,2239,0
75.96,5.42,3.63,14.96,387.13,2778,0
55.36,6.28,-0.02,8.53,395.11,3894,0
82.91,5.98,3.18,13.72,355.99,2819,0
61.75,6.48,1.33,9.81,380.87,4702,1
64.74,5.29,3.26,13.71,394.5,2326,0
56.03,6.44,1.29,11.05,402.59,2431,0
35.91,5.36,1.22,10.37,356.78,4123,1
75.61,6.53,5.41,10.78,374.73,4550,1
73.84,5.48,4.6,9.11,395.51,3468,0
61.62,6.0,2.99,12.08,377.12,4057,1
65.8,6.53,3.28,10.45,366.34,587,1
71.19,5.36,2.63,13.57,356.75,378,0
46.25,5.65,3.85,13.28,365.77,2691,0
58.65,6.4,1.99,15.38,354.67,749,0
74.53,5.41,4.49,12.73,380.88,3078,0
49.95,4.58,2.62,13.04,393.44,454,0
68.52,7.0,2.37,14.8,361.09,2342,1
48.72,5.17,3.03,10.74,383.87,4999,1
70.6,5.61,2.11,9.02,392.68,2580,0
64.57,6.31,3.49,12.4,379.96,657,0
45.62,5.07,2.19,9.15,355.84,3586,0
78.98,4.79,3.7,16.91,385.79,261,0
56.18,5.68,4.82,14.91,379.18,798,0
55.28,4.24,1.92,16.33,377.65,2073,0
67.41,5.3,2.8,12.12,371.8,3644,0
78.78,5.67,3.69,13.1,381.3,3877,0
52.81,5.31,2.35,11.08,387.65,2305,0
65.74,4.42,3.7,13.77,415.86,591,0
70.15,6.62,3.83,9.57,381.68,2092,1
73.32,5.57,4.62,6.91,402.67,1132,0
67.12,6.5,2.09,10.42,385.37,3383,1
60.6,5.32,1.59,9.09,378.51,3610,0
55.07,4.88,2.54,14.96,382.23,4874,1
66.03,5.69,1.55,15.63,361.67,885,0
52.13,5.35,3.85,9.19,384.59,1933,0
29.94,4.68,1.26,14.58,350.12,1091,0
70.24,6.53,6.5,13.9,367.06,4306,1
75.85,5.06,4.94,8.86,381.65,1883,0
36.64,4.21,3.02,11.22,397.91,1284,0
52.88,6.43,4.3,10.84,401.46,2561,0
72.43,5.15,0.54,13.5,376.45,1768,0
89.69,5.07,6.79,9.54,382.34,2413,1
65.25,4.26,2.11,11.8,394.77,671,0
56.26,6.72,2.82,10.63,360.06,4400,1
62.81,4.6,0.22,12.95,386.07,3838,0
81.5,5.54,3.73,11.57,367.58,683,0
57.25,6.14,1.34,10.93,377.42,2320,0
55.41,5.8,3.15,11.57,373.11,407,0
59.21,5.46,2.18,16.07,386.53,4645,1
53.56,4.31,1.38,11.17,388.25,161,0
66.47,4.93,1.79,9.92,393.37,4670,1
84.5,5.63,3.34,13.17,385.22,3888,0
68.88,4.95,1.08,11.71,382.57,2233,0
61.97,5.64,1.88,9.17,407.81,2059,0
61.5,5.98,3.99,16.46,357.13,2132,0
46.24,6.17,6.9,11.3,405.43,3862,1
75.6,4.64,3.72,11.24,375.65,2886,0
64.07,7.04,1.62,12.32,388.56,1642,1
62.83,6.04,2.45,15.46,375.12,1775,0
103.32,5.5,3.05,8.64,369.46,4721,1
68.59,6.26,2.48,12.55,387.27,133,0
55.98,7.16,4.35,16.17,395.63,4061,1
59.88,4.49,3.33,12.26,387.1,2899,0
78.78,5.34,4.36,9.53,371.87,1955,0
66.36,3.84,2.53,10.76,434.17,3780,0
47.74,5.63,4.99,12.41,397.98,2785,0
76.03,5.76,2.75,14.66,394.0,1157,0
56.98,5.47,1.54,11.32,374.71,4601,1
87.48,5.04,6.27,13.65,370.62,3061,1
77.96,4.07,0.26,9.13,375.8,4488,1
59.63,5.76,1.89,9.11,396.22,2727,0
80.37,6.52,2.06,11.03,365.14,3920,1
65.81,5.09,6.76,14.88,363.98,3257,1
75.23,5.81,5.71,12.14,388.09,3743,0
70.82,4.4,5.24,12.58,384.79,3862,0
54.84,5.82,2.5,12.56,368.45,2231,0
57.28,5.22,6.64,14.22,363.63,706,1
77.36,4.97,3.55,10.78,401.57,2455,0
60.98,4.97,4.47,13.38,385.36,2399,0
60.16,5.22,3.27,10.34,359.55,4016,1
53.54,5.77,2.93,15.97,360.6,4375,1
70.08,4.58,2.62,10.4,374.58,1433,0
89.75,5.22,2.69,10.24,390.99,4108,1
52.19,5.47,3.91,13.1,388.93,2573,0
65.29,4.73,3.55,12.16,396.98,3657,0
81.95,6.76,2.95,12.65,357.64,3833,1
64.04,4.9,5.26,12.45,383.36,2186,0
70.43,5.03,-1.45,9.82,401.39,3450,0
52.25,4.82,3.76,15.23,399.99,475,0
70.14,6.76,4.08,13.79,385.38,2052,1
62.75,5.89,4.72,14.72,415.22,3810,0
76.83,4.84,2.9,10.94,389.14,2188,0
79.25,6.27,3.31,12.83,395.64,1793,0
96.07,5.64,4.48,12.39,380.67,3655,1
71.96,5.68,5.24,14.26,368.29,4380,1
68.91,5.26,2.55,14.32,366.87,171,0
67.33,4.98,3.4,12.39,382.72,1874,0
60.76,5.74,5.52,8.96,376.83,673,0
69.06,5.12,-0.19,15.56,353.47,4764,1
61.46,6.77,1.96,13.11,364.61,4166,1
67.02,4.61,5.2,10.78,375.22,3807,0
80.81,6.58,4.64,12.81,390.91,252,1
52.92,5.42,3.78,8.98,379.76,828,0
78.68,5.71,2.33,14.11,378.92,2379,0
80.81,6.08,1.68,9.06,365.2,1652,0
63.58,5.06,2.11,11.56,380.35,3763,0
39.54,6.1,5.32,12.49,399.79,3667,0
57.71,3.6,2.06,14.08,382.33,4371,1
80.56,5.0,3.15,12.21,357.39,4444,1
64.73,4.85,1.87,13.27,361.23,3206,0
53.01,4.62,4.26,11.94,388.83,4996,1
58.94,5.35,2.19,11.94,376.64,1099,0
75.09,5.77,2.85,12.17,378.88,1234,0
71.56,5.99,0.47,11.62,370.81,4842,1
62.13,5.67,0.58,8.63,387.55,3245,0
60.6,5.03,3.01,10.46,375.49,2815,0
60.3,5.76,1.01,12.49,377.2,453,0
53.93,5.59,6.16,11.5,367.23,1402,1
84.38,6.16,-0.09,11.69,393.83,4182,1
61.13,6.04,1.8,11.35,376.68,3831,0
79.61,5.52,3.03,10.27,389.12,4721,1
83.26,4.87,2.45,11.01,362.1,609,0
76.98,5.04,1.34,11.39,406.01,1637,0
59.82,5.12,1.56,12.01,399.16,277,0
69.84,5.28,1.51,12.79,351.35,2476,0
64.71,5.69,2.57,11.64,367.97,900,0
54.16,6.0,5.93,9.94,387.16,3343,0
68.89,5.46,3.12,9.2,360.2,3766,0
50.85,5.51,4.77,17.19,378.03,1037,0
